GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;PERIODICIDADE_ATUALIZACAO_PORTAL;FREQUENCIA_ATUALIZACAO_PORTAL;HORARIO_ATUALIZACAO_PORTAL
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Grupo de Despesa;não;não;sim;Classificação da despesa que agrega elementos de despesa quanto ao objeto do gasto (pessoal, juros, amortização da dívida, investimentos, etc.).;-;armazém SIAFI;Grupo de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Elemento de Despesa;não;sim;sim;Classificação da despesa quanto ao objeto do gasto (diárias, material de consumo, pensões, locação de imóveis, etc.).;-;armazém SIAFI;Elemento de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Fonte de Recursos;não;não;sim;Origem dos recursos utilizados para realizar esta despesa.;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Modalidade de Aplicação;não;não;sim;Indica se os recursos são aplicados diretamente por órgãos ou entidades no âmbito da mesma esfera de Governo ou por outro ente da Federação.;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Item de Despesa;não;sim;sim;Desdobramento do elemento de despesa (material gráfico, medicamentos, diárias, etc).;-;armazém SIAFI;Item de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Código;não;não;sim;Código do órgão;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Órgão;não;não;sim;Nome da unidade orçamentária que executou a despesa.;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Valor empenhado;não;sim;sim;Valor do orçamento reservado para fazer face a compromisso formalmente assumido com fornecedor ou credor.;-;armazém SIAFI;valor despesa empenhada;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Número do Empenho;não;sim;sim;Número de identificação do documento de empenho.;-;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Data de Registro;não;não;sim;Data de registro do documento de empenho;-;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Valor liquidado;não;sim;sim;Valor que o fornecedor ou credor tem direito a receber referente a produto ou serviço devidamente entregue.;-;armazém SIAFI;valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Data de Registro;não;não;sim;Data de registro do documento de liquidação;-;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Número Documento;não;sim;sim;Número de identificação do Documento;-;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Valor pago;não;sim;sim;Valor referente aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão ao banco e/ou sujeito a compensação bancária.;-;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Data de Registro;não;não;sim;Data de registro da ordem de pagamento;-;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Pesquisa Básica;Favorecido por nome;Número da Ordem de Pagamento;não;sim;sim;Número de identificação do documento da ordem de pagamento.;-;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Ano de exercício;não;não;não;;-;armazém SIAFI;Ano de exercício;Período Contábil ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Nº do empenho;não;não;não;;-;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Data do registro;não;não;não;;-;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Unidade Orçamentária;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Unidade Orçamentária;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Unidade Executora ;não;não;não;;-;armazém SIAFI;Unidade Executora - código;Unidade Executora;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Unidade Executora;não;não;não;;-;armazém SIAFI;Unidade Executora - nome;Unidade Executora;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Função;não;não;não;;-;armazém SIAFI;Função - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Função;não;não;não;;-;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Subfunção;não;não;não;;-;armazém SIAFI;Subfunção - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Subfunção;não;não;não;;-;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Programa;não;não;não;;-;armazém SIAFI;Programa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Programa;não;não;não;;-;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Ação;não;não;não;;-;armazém SIAFI;Projeto Atividade - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Ação;não;não;não;;-;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Categoria Econômica;não;não;não;;-;armazém SIAFI;Categoria Econômica Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Categoria Econômica;não;não;não;;-;armazém SIAFI;Categoria Econômica Despesa -Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Grupo de Despesa;não;não;não;;-;armazém SIAFI;Grupo de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Grupo de Despesa;não;não;não;;-;armazém SIAFI;Grupo de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Elemento de Despesa;não;não;não;;-;armazém SIAFI;Elemento de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Elemento de Despesa;não;não;não;;-;armazém SIAFI;Elemento de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Item de Despesa;não;não;não;;-;armazém SIAFI;Item de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Item de Despesa;não;não;não;;-;armazém SIAFI;Item de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Modalidade de Aplicação;não;não;não;;-;armazém SIAFI;Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Modalidade de Aplicação;não;não;não;;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Tipo de Empenho;não;não;não;;-;armazém SIAFI;Tipo Empenho  - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Fonte de Recurso;não;não;não;;-;armazém SIAFI;Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Fonte de Recurso;não;não;não;;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Código Identificador de procedência e uso;não;não;não;;-;armazém SIAFI;Procedência - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Identificador de procedência e uso;não;não;não;;-;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Razão Social Credor ;não;não;não;;-;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;CNPJ/CPF;não;não;não;;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Valor despesa empenhada ;não;não;não;;-;armazém SIAFI;valor inicial Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Empenho da Despesa;Descrição Histórico do Empenho;não;não;não;;-;armazém SIAFI;NÃO LOCALIZADO - Descrição do Empenho;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Reforço;Documento Nº;não;não;não;;-;armazém SIAFI;Sequencial - Reforço ;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Reforço;Data do registro;não;não;não;;-;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Reforço;Valor do Documento;não;não;não;;-;armazém SIAFI;Valor Reforço Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Anulação;Documento Nº;não;não;não;;-;armazém SIAFI;Sequencial - Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Anulação;Data do registro;não;não;não;;-;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Anulação;Valor do Documento;não;não;não;;-;armazém SIAFI;Valor Anulação Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Liquidação;Código do Documento;não;não;não;;-;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Liquidação;Data Registro;não;não;não;;-;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Despesas;despesa;Formulário de Detalhamento;Liquidação;Nº Nota Fiscal;não;não;não;;Campo não localizado no Armazém;armazém SIAFI;NÃO LOCALIZADO - Nº Nota Fiscal - Formulário de liquidação;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
